agbd,rh98,lat,lon,NDVI,EVI,NDMI,NBR,SAVI,B02_Blue,B04_Red,B08_NIR,B11_SWIR1,B12_SWIR2
275.07758,30.28,10.600957772007796,92.42020269611706,0.8952123,0.7662569,0.3494131,0.66046697,0.6306746,0.0354,0.0232,0.4196,0.2023,0.0858
75.42693,15.94,10.600534426679893,92.42051218979027,0.897786,0.8011151,0.3899076,0.6972613,0.6619038,0.0337,0.0247,0.4586,0.2013,0.0818
48.540977,10.96,10.600118855949882,92.42082004561809,0.90746725,0.792699,0.3965653,0.69483745,0.6556961,0.0323,0.0215,0.4432,0.1915,0.0798
98.29894,19.39,10.599286900851034,92.42143582334732,0.895846,0.8094105,0.38895488,0.69063973,0.66748863,0.0342,0.0257,0.4678,0.2058,0.0856
132.16714,20.21,10.598868605613402,92.42174413355096,0.8987812,0.78902507,0.4087356,0.70759803,0.66319484,0.0304,0.0245,0.4596,0.1929,0.0787
74.684425,14.6,10.598033742358266,92.42236025986749,0.90717304,0.7936508,0.39334154,0.6853095,0.6622177,0.0306,0.022,0.452,0.1968,0.0844
95.27596,17.25,10.597615843971068,92.42266834465607,0.89998007,0.8130535,0.45299402,0.7086544,0.6762651,0.0318,0.0251,0.4768,0.1795,0.0813
83.73713,15.23,10.597198316587182,92.4229762966578,0.905028,0.7609505,0.35317463,0.667142,0.62736666,0.0339,0.0204,0.4092,0.1956,0.0817
89.00378,16.09,10.596782832319562,92.42328376705866,0.87000006,0.6859847,0.34002152,0.6410707,0.58000004,0.0349,0.026,0.374,0.1842,0.0818
63.774662,12.76,10.596365477532798,92.4235915618421,0.89224446,0.7170038,0.37524143,0.67136157,0.6061385,0.0317,0.0223,0.3916,0.1779,0.077
98.21283,18.23,10.595952511827923,92.4238983807463,0.89399296,0.7705779,0.40268233,0.6858659,0.6372796,0.0346,0.024,0.4288,0.1826,0.0799
126.77684,20.55,10.595119810141922,92.42451320555577,0.8513274,0.7090473,0.40567783,0.6942701,0.6063025,0.0351,0.0336,0.4184,0.1769,0.0755
115.33353,19.69,10.594701251164901,92.4248209595319,0.87450194,0.6779399,0.3699727,0.6725172,0.58429456,0.031,0.0252,0.3764,0.1731,0.0737
78.639885,15.49,10.59428652022635,92.42512783936635,0.86478543,0.61358136,0.2965461,0.612608,0.5252321,0.0342,0.023,0.3172,0.1721,0.0762
306.0439,34.55,10.593873779874883,92.42543422195382,0.8611204,0.54787207,0.259192,0.60161656,0.4824583,0.0307,0.0207,0.2774,0.1632,0.069
157.38484,23.17,10.593449767031272,92.42574284812093,0.8842047,0.6429331,0.37348908,0.6622861,0.5514139,0.0314,0.0206,0.3352,0.1529,0.0681
67.675705,13.85,10.592612119974286,92.42635766918188,0.8864426,0.729405,0.3738397,0.67145795,0.61594206,0.0324,0.0245,0.407,0.1855,0.08
113.98451,23.54,10.59219313021059,92.42666496478803,0.8150372,0.6411322,0.3648844,0.64582884,0.55544037,0.0381,0.0385,0.3778,0.1758,0.0813
16.722496,6.7,10.591774216178479,92.4269721414806,0.8925542,0.7193862,0.35150596,0.66259575,0.61466897,0.0296,0.0228,0.4016,0.1927,0.0815
117.4085,20.59,10.591360534640442,92.42727813976035,0.8728868,0.7477268,0.40121675,0.6931708,0.63253385,0.0336,0.0297,0.4376,0.187,0.0793
59.34214,12.84,10.5909409120605,92.42758528476264,0.90060717,0.7700739,0.40796268,0.7054076,0.6359161,0.034,0.0221,0.4226,0.1777,0.073
340.87033,42.9,10.590527613512197,92.42789105009936,0.86189723,0.7383917,0.37940288,0.6835209,0.6064033,0.0407,0.0305,0.4112,0.185,0.0773
64.07424,14.45,10.59009887665503,92.42819995454201,0.8765329,0.7996738,0.416379,0.68873924,0.6447355,0.0415,0.0297,0.4514,0.186,0.0832
89.58841,17.44,10.589679418297967,92.4285068917469,0.87658423,0.7693009,0.40751132,0.69328827,0.64490974,0.0345,0.0297,0.4516,0.1901,0.0818
87.040955,15.94,10.589261139083469,92.42881355225076,0.89772725,0.73551095,0.40262467,0.6939983,0.6166522,0.0322,0.0216,0.4008,0.1707,0.0724
72.86149,15.98,10.58884485479901,92.4291197784626,0.85316914,0.7071852,0.38845232,0.6807279,0.5980183,0.0369,0.0322,0.4064,0.179,0.0772
67.07429,14.67,10.5884277120936,92.42942617488096,0.85726726,0.73378783,0.38616434,0.6826335,0.6158817,0.0375,0.0328,0.4268,0.189,0.0805
95.43984,20.85,10.58759136559437,92.43003941996739,0.882353,0.6847813,0.33673844,0.6478525,0.5793883,0.0333,0.0229,0.3664,0.1818,0.0783
106.81893,26.28,10.586757070246065,92.4306523577659,0.87948596,0.7629333,0.37996098,0.6671252,0.62591964,0.0382,0.0272,0.4242,0.1906,0.0847
73.59703,15.87,10.586340154841956,92.43095885340739,0.88740414,0.7745697,0.45319617,0.7153095,0.6352849,0.037,0.0257,0.4308,0.1621,0.0715
116.92595,22.98,10.585920308772478,92.43126602326944,0.8869286,0.8320169,0.39561096,0.69189286,0.6643973,0.0414,0.0282,0.4706,0.2038,0.0857
46.21665,10.44,10.585501603884792,92.43157303629773,0.88697153,0.79314864,0.41553396,0.6816609,0.6400996,0.0398,0.0262,0.4374,0.1806,0.0828
233.5935,29.5,10.585092223863471,92.43187820826498,0.8650571,0.762406,0.3544145,0.6628868,0.62449425,0.0406,0.0313,0.4326,0.2062,0.0877
213.36702,31.33,10.584672734968104,92.4321855793479,0.87525356,0.6998338,0.33864254,0.6594122,0.57893556,0.0379,0.0246,0.3698,0.1827,0.0759
313.66223,38.82,10.584256141710547,92.43249246738468,0.8157181,0.49600393,0.23388582,0.5649635,0.45422536,0.029,0.0272,0.268,0.1664,0.0745
118.59747,22.23,10.58383248745654,92.43280094726003,0.87643194,0.84885406,0.43460155,0.7054104,0.6780145,0.043,0.0329,0.4996,0.1969,0.0863
254.58733,35.86,10.583414591324651,92.4331083757916,0.8412148,0.72377753,0.35960275,0.6626836,0.60530704,0.0406,0.0366,0.4244,0.1999,0.0861
82.782684,15.42,10.582994989036461,92.43341631224685,0.8828829,0.7554442,0.41503045,0.70542634,0.6228814,0.0369,0.026,0.418,0.1728,0.0722
285.06964,32.38,10.582577129807232,92.43372405364981,0.8275935,0.7243961,0.39039868,0.6892052,0.59984493,0.0445,0.0403,0.4272,0.1873,0.0786
208.14427,31.03,10.582168069202941,92.43403015116101,0.85511726,0.6677269,0.35237738,0.6406749,0.56036717,0.0382,0.0281,0.3598,0.1723,0.0788
340.42978,40.61,10.58175071219745,92.43433815846652,0.77095896,0.5675675,0.29047713,0.61277443,0.48797688,0.0446,0.0418,0.3232,0.1777,0.0776
113.024254,21.82,10.581332075040043,92.43464662213246,0.8776309,0.72541165,0.38259146,0.71097237,0.59200966,0.0397,0.025,0.3836,0.1713,0.0648
177.94849,25.34,10.58091364625336,92.43495522470175,0.8857023,0.79893494,0.3961562,0.70929784,0.6491255,0.0387,0.0273,0.4504,0.1948,0.0766
157.47871,23.39,10.580497178627231,92.43526359390064,0.8844958,0.765946,0.37059772,0.6710656,0.62860453,0.0374,0.026,0.4242,0.1948,0.0835
97.091354,16.8,10.580078124667022,92.4355726626414,0.8980393,0.8057408,0.42883784,0.71663237,0.66292536,0.0344,0.0247,0.4598,0.1838,0.0759
181.37971,24.63,10.579666915036212,92.43588026119309,0.8977035,0.68297327,0.32676518,0.6587592,0.5842391,0.0296,0.0196,0.3636,0.1845,0.0748
74.009445,15.19,10.579248192125009,92.43618956183398,0.9102113,0.7913367,0.40384924,0.7103448,0.65004194,0.0333,0.0204,0.434,0.1843,0.0735
109.07474,20.29,10.578829792539567,92.43649893218853,0.9029032,0.71660924,0.34459573,0.68175936,0.61012197,0.0291,0.0199,0.39,0.1901,0.0738
162.90866,27.92,10.578415657897162,92.43680754656982,0.86611915,0.77210337,0.40811902,0.693311,0.6410335,0.0379,0.0326,0.4544,0.191,0.0823
195.39787,26.16,10.57800149259725,92.43711628539735,0.8546643,0.65861887,0.3232867,0.63113666,0.56795144,0.0336,0.0289,0.3688,0.1886,0.0834
72.08466,15.68,10.577589978452327,92.43742458486263,0.90315783,0.6943152,0.26921728,0.59999996,0.58500004,0.0315,0.0184,0.3616,0.2082,0.0904
185.72723,25.15,10.576755796205392,92.43804378495909,0.89598674,0.71102816,0.35620856,0.6688963,0.61442834,0.0272,0.0219,0.3992,0.1895,0.0792
213.66043,29.76,10.575925053642123,92.43866260118371,0.91427916,0.7616666,0.38232374,0.68421054,0.63905793,0.0294,0.0187,0.4176,0.1866,0.0783
91.672935,16.62,10.57550659491041,92.43897274864399,0.90582967,0.6509305,0.37041512,0.7029802,0.5658264,0.0266,0.0168,0.34,0.1562,0.0593
197.37039,28.15,10.57509742038786,92.43928102829727,0.8965403,0.5702011,0.24615721,0.6227798,0.50796515,0.0252,0.0157,0.2878,0.1741,0.0669
143.21068,22.76,10.573434770758931,92.4405198863257,0.86846185,0.6570286,0.35920134,0.67346936,0.5677048,0.0316,0.0254,0.3608,0.1701,0.0704
126.187744,24.67,10.572606854369631,92.4411387013258,0.8939311,0.64215857,0.3178619,0.6526717,0.566528,0.0253,0.0194,0.3464,0.1793,0.0728
115.85955,19.35,10.572190164064196,92.44144866580363,0.9126398,0.803515,0.42291993,0.7079329,0.66613615,0.0309,0.0207,0.4532,0.1838,0.0775
136.69373,23.32,10.571363025663192,92.44206729353769,0.90570724,0.7219146,0.32573798,0.64418757,0.60631233,0.0312,0.019,0.384,0.1953,0.0831
179.11147,27.25,10.570115720574728,92.44299640635325,0.89632833,0.66101223,0.366537,0.65115184,0.57215077,0.0281,0.0192,0.3512,0.1628,0.0742
93.53021,18.19,10.569281368264802,92.44361612400343,0.88388383,0.69222325,0.31058493,0.6161443,0.5889284,0.032,0.0232,0.3764,0.198,0.0894
105.98308,17.37,10.568866522625072,92.44392539601442,0.8773442,0.6817108,0.30721724,0.6270591,0.5804829,0.0328,0.0242,0.3704,0.1963,0.0849
158.9448,23.43,10.56845475368324,92.44423395138755,0.9080098,0.76203203,0.353709,0.65964097,0.6419054,0.0294,0.0205,0.4252,0.203,0.0872
145.20238,23.88,10.568037512304695,92.44454355087346,0.90655965,0.74267375,0.33135605,0.65032685,0.62383634,0.0306,0.0198,0.404,0.2029,0.0856
131.46265,19.05,10.567621900615704,92.44485271852626,0.9102007,0.8112943,0.40560293,0.7008106,0.6710567,0.0315,0.0217,0.4616,0.1952,0.0812
150.68484,25.41,10.567207101366474,92.44516161458536,0.90703,0.7645537,0.3808655,0.6790322,0.63430125,0.0324,0.0203,0.4164,0.1867,0.0796
197.0295,24.03,10.566376055517487,92.44577936687993,0.90186125,0.7983225,0.3734535,0.6667285,0.6574836,0.0338,0.0232,0.4496,0.2051,0.0899
103.006584,24.18,10.565954656282615,92.44608927278583,0.90418905,0.788793,0.41124028,0.68870264,0.65390986,0.0324,0.0223,0.4432,0.1849,0.0817
111.139946,19.39,10.565127874426482,92.44670536465594,0.88477993,0.68040246,0.34121016,0.63795364,0.58779943,0.0293,0.0229,0.3746,0.184,0.0828
127.358795,25.98,10.564711509168161,92.44701380650659,0.8794472,0.6073836,0.29681477,0.62770563,0.53404355,0.0282,0.0205,0.3196,0.1733,0.0731
98.99975,16.84,10.564292496974517,92.44732263909948,0.9009616,0.7154036,0.33694,0.6440748,0.61375546,0.0279,0.0206,0.3954,0.1961,0.0856
124.48183,21.82,10.563873759614218,92.44763125111643,0.86469483,0.55976534,0.28185162,0.5883141,0.50403523,0.0264,0.0215,0.2963,0.166,0.0768
161.47685,23.02,10.563454880049777,92.44793972048251,0.9060341,0.7349425,0.3802535,0.6746257,0.6316635,0.0264,0.0204,0.4138,0.1858,0.0804
134.83046,26.5,10.563040146103665,92.44824715279977,0.89115,0.7205725,0.3628922,0.6546583,0.61229134,0.0308,0.023,0.3996,0.1868,0.0834
156.86508,22.98,10.5626236837265,92.44855475621794,0.89275545,0.7660668,0.39259258,0.6805286,0.63940847,0.0331,0.0245,0.4324,0.1886,0.0822
157.05716,24.37,10.562208939714537,92.4488618096349,0.8746082,0.65812236,0.33407697,0.6406036,0.5688718,0.0308,0.024,0.3588,0.1791,0.0786
309.7372,41.74,10.56178906779142,92.44916972106762,0.7989256,0.6096514,0.33232287,0.62289405,0.5258166,0.0409,0.0393,0.3516,0.1762,0.0817
105.20856,19.57,10.560956345111709,92.44978350200769,0.874298,0.6511174,0.33485714,0.63318574,0.56110543,0.0315,0.0235,0.3504,0.1746,0.0787
172.96773,31.55,10.560538653375357,92.45009040781582,0.8731257,0.6183125,0.32517344,0.639576,0.5363722,0.031,0.022,0.3248,0.1654,0.0714
327.33673,37.02,10.560120567857778,92.45039723466465,0.85452527,0.6183455,0.30062303,0.62135917,0.53673565,0.0329,0.0262,0.334,0.1796,0.078
101.95429,16.54,10.559280133014877,92.45101132009019,0.8785425,0.6997876,0.41235453,0.68871766,0.60153276,0.0306,0.0255,0.3944,0.1641,0.0727
209.47522,34.4,10.558865369032139,92.45131708813261,0.89321023,0.7616067,0.42178214,0.6917337,0.6384148,0.0323,0.0243,0.4308,0.1752,0.0785
67.835396,13.7,10.558029059477517,92.45192982877892,0.87214607,0.78642005,0.37374353,0.65687,0.6419841,0.04,0.0308,0.451,0.2056,0.0934
144.56401,25.49,10.55718956478377,92.45254308913225,0.86376023,0.7226993,0.3630023,0.65150905,0.6067631,0.0366,0.03,0.4104,0.1918,0.0866
109.45759,30.88,10.556770305634306,92.45284961338453,0.87713045,0.79972535,0.3913043,0.6652602,0.66086,0.0368,0.031,0.4736,0.2072,0.0952
96.38621,17.74,10.555930942472115,92.45346292126807,0.8802721,0.7397104,0.37558064,0.66908216,0.6188098,0.0348,0.0264,0.4146,0.1882,0.0822
116.46876,20.36,10.555511972009436,92.45376950792709,0.88018,0.7116328,0.38932636,0.68363017,0.60452133,0.0324,0.0253,0.397,0.1745,0.0746
144.81996,25.9,10.555093470145968,92.45407607578336,0.8663935,0.77763474,0.4235698,0.6935664,0.6419028,0.0389,0.0326,0.4554,0.1844,0.0824
117.55033,24.78,10.554677091008937,92.45438230191641,0.89314467,0.71537447,0.39920664,0.68329716,0.60352784,0.032,0.0219,0.388,0.1666,0.073
97.11759,17.74,10.554255474355815,92.45468972751279,0.8868284,0.7069214,0.38402513,0.67532194,0.60775584,0.0294,0.0238,0.3968,0.1766,0.0769
66.70086,14.82,10.553835958258976,92.45499685351936,0.88740385,0.80965227,0.44094002,0.71955717,0.6614007,0.0373,0.0278,0.466,0.1808,0.076
68.00581,13.62,10.553000613863842,92.45561082198485,0.8963243,0.7472596,0.3816309,0.6808688,0.6172653,0.0349,0.022,0.4024,0.1801,0.0764
182.27596,24.74,10.552169814585783,92.45622461548909,0.8821108,0.6823974,0.34461197,0.65467304,0.5785594,0.033,0.0229,0.3656,0.1782,0.0763
122.3242,20.77,10.551753325679988,92.45653207146407,0.8810594,0.6931666,0.33498847,0.63120264,0.58753604,0.033,0.0238,0.3764,0.1875,0.0851
162.30803,26.84,10.551337854747542,92.45683956004619,0.89668304,0.6730338,0.33639848,0.64257115,0.5700622,0.0317,0.019,0.3488,0.1732,0.0759
144.31601,26.61,10.550920351831557,92.45714770461943,0.8788279,0.75043267,0.35991073,0.6418945,0.627267,0.035,0.0275,0.4264,0.2007,0.093
43.937313,10.78,10.550500371243878,92.45745658548228,0.8564102,0.7159002,0.39230767,0.6706524,0.5932185,0.04,0.0308,0.3982,0.1738,0.0785
144.27007,27.55,10.55008530444135,92.45776466081767,0.8731379,0.68620414,0.36293706,0.66616803,0.5949575,0.0299,0.0264,0.3898,0.1822,0.0781
131.01257,26.5,10.549668965186983,92.45807319810811,0.89872074,0.6677493,0.33283445,0.6429889,0.577925,0.0277,0.019,0.3562,0.1783,0.0774
258.83032,37.36,10.549254128436086,92.45838161099104,0.85402936,0.65027785,0.33018178,0.6160813,0.5650569,0.0324,0.0288,0.3658,0.1842,0.0869
230.71202,29.79,10.548838304391511,92.45869040263614,0.8588672,0.5868793,0.28525573,0.6197411,0.5057101,0.034,0.0228,0.3003,0.167,0.0705
187.67378,27.14,10.54841991034623,92.45899988848677,0.8739316,0.64124167,0.3210318,0.63238716,0.56129915,0.0289,0.0236,0.3508,0.1803,0.079
130.05292,20.92,10.547998235643922,92.45931020299723,0.9091726,0.7513656,0.34729496,0.65278316,0.6420406,0.0267,0.0202,0.4246,0.2057,0.0892
235.00214,32.53,10.547165721380894,92.45992899019933,0.8986175,0.6585744,0.372526,0.6780067,0.5722753,0.0272,0.0187,0.3502,0.1601,0.0672
212.15346,29.68,10.546749411761162,92.46023856981107,0.90087765,0.6709474,0.36953694,0.66380477,0.58992565,0.0244,0.0192,0.3682,0.1695,0.0744
71.89362,14.75,10.54632890228201,92.46054911983977,0.8951948,0.8085662,0.43151608,0.69808644,0.67520136,0.0318,0.0265,0.4792,0.1903,0.0852
212.58594,31.67,10.545915031572768,92.46085838477373,0.89339846,0.7363966,0.4115931,0.6867784,0.60297024,0.037,0.0218,0.3872,0.1614,0.0719
138.91324,23.95,10.54549848292567,92.46116827933514,0.8528187,0.61885387,0.35720095,0.66508603,0.5355773,0.0336,0.0265,0.3336,0.158,0.0671
88.72929,23.13,10.545086896914071,92.46147721188862,0.88842785,0.7257731,0.3948578,0.68041027,0.6190833,0.0303,0.0242,0.4096,0.1777,0.0779
146.16585,27.29,10.544671616028761,92.46178696041065,0.8969072,0.7396561,0.37724555,0.66700226,0.6270689,0.0301,0.0225,0.414,0.1872,0.0827
114.80857,21.78,10.544254931635885,92.46209703941858,0.9044278,0.76495236,0.41798598,0.7015276,0.64724946,0.0289,0.0218,0.4344,0.1783,0.0762
109.03087,22.49,10.543838775522842,92.46240703612901,0.88506854,0.6986675,0.33356014,0.6306157,0.60284966,0.0291,0.0239,0.392,0.1959,0.0888
132.08261,25.3,10.543424332144664,92.46271669378622,0.88461536,0.67780834,0.33023754,0.64306194,0.5857909,0.0293,0.0228,0.3724,0.1875,0.0809
147.4732,24.85,10.5430064994037,92.46302705557706,0.87943083,0.6617991,0.33504874,0.65015906,0.57512695,0.0292,0.0233,0.3632,0.1809,0.077
156.47354,25.45,10.542593755842177,92.46333635558378,0.89764994,0.7689269,0.3516896,0.65644175,0.6417357,0.0324,0.0233,0.432,0.2072,0.0896
45.185287,14.0,10.542179740355785,92.46364589646878,0.8945661,0.79872555,0.39817443,0.68027335,0.66633105,0.0323,0.026,0.4672,0.2011,0.0889
88.32971,15.57,10.541760748656808,92.46395643343922,0.90114665,0.81317353,0.39301756,0.6867216,0.67975736,0.0306,0.025,0.4808,0.2095,0.0893
70.76494,16.02,10.541345900876241,92.46426606844493,0.8428397,0.66608626,0.3416503,0.6368776,0.5684645,0.0369,0.0321,0.3764,0.1847,0.0835
84.39816,15.68,10.540928582414608,92.46457616394729,0.9101268,0.7698603,0.41532576,0.70093817,0.65791106,0.026,0.0209,0.4442,0.1835,0.0781
140.41158,23.21,10.540515711642554,92.46488528937775,0.8789809,0.65763867,0.31525168,0.6335948,0.56660587,0.0309,0.0228,0.354,0.1843,0.0794
229.80595,28.41,10.54010208786238,92.46519451740521,0.8781774,0.7053158,0.3822803,0.662845,0.5990185,0.0328,0.0254,0.3916,0.175,0.0794
73.28081,14.3,10.539680913145471,92.4655052515329,0.88751966,0.74860156,0.40916696,0.67942584,0.6278664,0.0332,0.0251,0.4212,0.1766,0.0804
53.79042,13.29,10.539266827542539,92.46581446501865,0.86776865,0.6014484,0.31915784,0.6204865,0.52575105,0.0305,0.0224,0.3164,0.1633,0.0741
124.655846,23.21,10.53885596278582,92.46612295522446,0.868183,0.6876715,0.34100187,0.6434743,0.56810236,0.0391,0.0255,0.3614,0.1776,0.0784
129.85449,21.07,10.538439776340276,92.46643248581887,0.87255144,0.71725565,0.32794094,0.6381779,0.5843574,0.0407,0.0257,0.3776,0.1911,0.0834
137.42186,27.17,10.538027354711069,92.46674117831907,0.8837042,0.7329417,0.3525773,0.65865993,0.6034971,0.0373,0.0243,0.3936,0.1884,0.081
55.1582,11.56,10.537604287897532,92.46705200821836,0.91521204,0.8256778,0.37613854,0.6885306,0.67325723,0.0333,0.0204,0.4608,0.2089,0.085
161.42142,25.08,10.537191926351259,92.46736056177514,0.89988774,0.77513534,0.39370984,0.69449455,0.6360127,0.0352,0.0223,0.4232,0.1841,0.0763
112.8979,22.87,10.536775998862687,92.46766978719602,0.8973151,0.74277693,0.37474403,0.6731049,0.61810505,0.0335,0.0218,0.4028,0.1832,0.0787
80.50913,16.43,10.536360225554319,92.46797891397937,0.9122486,0.76970536,0.37631577,0.67259645,0.63865185,0.0316,0.0192,0.4184,0.1896,0.0819
109.69279,18.9,10.53594668575104,92.46828751045487,0.88733023,0.7846959,0.36930534,0.67344517,0.6298072,0.0408,0.0253,0.4238,0.1952,0.0827
88.00804,16.02,10.535529123797035,92.46859686829869,0.851247,0.73377216,0.35794076,0.65607107,0.60701925,0.041,0.0337,0.4194,0.1983,0.0871
86.2841,17.4,10.535111417632,92.46890618384185,0.86784136,0.6927946,0.36995152,0.66383255,0.5854061,0.0352,0.027,0.3816,0.1755,0.0771
117.76635,22.98,10.534282091843757,92.46952333677069,0.8388962,0.70763564,0.37139064,0.663446,0.5956393,0.0398,0.0362,0.4132,0.1894,0.0836
41.53871,11.71,10.533866870108858,92.46983191467524,0.8754291,0.6990132,0.38903016,0.6808791,0.5898876,0.0344,0.0254,0.3824,0.1682,0.0726
150.07811,26.24,10.533451523749134,92.47014044061943,0.8363686,0.61544925,0.29350948,0.6043695,0.53180087,0.0358,0.0301,0.3378,0.1845,0.0833
151.33057,24.14,10.53303371021236,92.47044939664272,0.881452,0.6290988,0.32388744,0.64615387,0.54679805,0.0296,0.0209,0.3317,0.1694,0.0713
184.8768,24.59,10.532616006376704,92.47075824826447,0.908,0.82455504,0.4421769,0.72015864,0.681,0.0318,0.023,0.477,0.1845,0.0776
154.91833,22.23,10.532198605611274,92.47106695492782,0.873792,0.6156373,0.3295684,0.64512104,0.5413243,0.0286,0.0222,0.3296,0.1662,0.0711
64.443756,15.57,10.53178272290552,92.4713752638604,0.8822398,0.70306814,0.40007153,0.6904813,0.60108066,0.0311,0.0245,0.3916,0.1678,0.0717
81.18133,21.37,10.531363176329885,92.47168424336019,0.90646094,0.71794087,0.3667473,0.6754237,0.6165282,0.027,0.0194,0.3954,0.1832,0.0766
90.300255,18.98,10.530949968981494,92.4719918309754,0.8891133,0.7438498,0.4017322,0.68252695,0.6283976,0.0317,0.0247,0.4208,0.1796,0.0794
72.515366,15.08,10.53053358630879,92.47229999609019,0.8609272,0.6905449,0.37817484,0.66377676,0.5916775,0.0336,0.0294,0.3934,0.1775,0.0795
63.875336,15.04,10.530115100301378,92.47260852247028,0.898829,0.71926534,0.39145356,0.6898708,0.6210356,0.0268,0.0216,0.4054,0.1773,0.0744
65.01161,13.62,10.529699930105402,92.47291629747913,0.90661794,0.8027466,0.37874335,0.6699858,0.6748942,0.0289,0.023,0.4696,0.2116,0.0928
93.91574,20.92,10.529281915644848,92.47322459763183,0.897019,0.6414729,0.31356728,0.63398695,0.5713464,0.0232,0.019,0.35,0.1829,0.0784
92.00444,17.03,10.527612597060301,92.47445672016866,0.9070927,0.7394886,0.3915344,0.6957486,0.63789433,0.0254,0.0205,0.4208,0.184,0.0755
213.08376,28.45,10.527197828739201,92.47476412093818,0.9090491,0.73301727,0.44380757,0.700839,0.6347017,0.0246,0.0198,0.4156,0.1601,0.0731
46.346783,10.55,10.526771701807686,92.47507383718384,0.90939224,0.75560045,0.42857146,0.7176938,0.64803153,0.0258,0.0205,0.432,0.1728,0.071
223.24734,31.14,10.526363684659072,92.47537978937552,0.8883154,0.7072934,0.4038025,0.7050847,0.61315054,0.0276,0.0238,0.4024,0.1709,0.0696
312.09424,33.05,10.525944094221131,92.47568811277392,0.87680215,0.64989316,0.39299613,0.69187146,0.5692002,0.0283,0.0235,0.358,0.156,0.0652
214.1873,27.44,10.525109116146528,92.47630385535103,0.8929577,0.6744681,0.412844,0.7206704,0.5873666,0.027,0.0209,0.3696,0.1536,0.06
147.61673,23.13,10.524693190207634,92.47661139713935,0.8910892,0.68389064,0.35991454,0.6666666,0.5973452,0.0264,0.022,0.382,0.1798,0.0764
66.84144,18.86,10.523859369942132,92.47722689896521,0.90299577,0.9132223,0.44646242,0.7296596,0.7160634,0.0414,0.0272,0.5336,0.2042,0.0834
113.43612,19.16,10.523439162259223,92.47753534831885,0.89025384,0.8159742,0.40989617,0.69924533,0.6598543,0.0387,0.0268,0.4616,0.1932,0.0817
96.67958,19.5,10.523024849802324,92.47784259837353,0.8732126,0.71417433,0.36009693,0.65752846,0.5976511,0.036,0.0266,0.393,0.1849,0.0812
232.7204,31.63,10.601443143633002,92.41309920720619,0.86764,0.94939566,0.42936963,0.71445227,0.72564375,0.0532,0.0417,0.5884,0.2349,0.098
98.618866,22.61,10.601008978423117,92.41341165690996,0.84455127,0.76227665,0.37187126,0.67357326,0.6329063,0.0414,0.0388,0.4604,0.2108,0.0898
119.445366,23.39,10.600586989628088,92.41372127146832,0.8701419,0.7300167,0.4442847,0.70398647,0.60325915,0.0385,0.0279,0.4018,0.1546,0.0698
205.837,25.42,10.600168492614534,92.4140300589339,0.8528286,0.7446888,0.45369595,0.7146231,0.61997527,0.0396,0.0346,0.4356,0.1637,0.0725
219.03157,28.67,10.599752699572806,92.41433820186425,0.8296049,0.6834222,0.38298258,0.672395,0.568246,0.0432,0.0358,0.3844,0.1715,0.0753
